"","WDPAID","included"
"100",304020,TRUE
"101",555564559,TRUE
"102",305709,TRUE
"103",304397,TRUE
"104",304679,TRUE
"105",304256,TRUE
"106",304914,TRUE
"107",304665,TRUE
"108",10460,TRUE
"109",304079,TRUE
"110",304467,TRUE
"111",304572,TRUE
"112",304203,TRUE
"113",304117,TRUE
"114",304755,TRUE
"115",304154,TRUE
"116",305250,TRUE
"117",304861,TRUE
"118",555564596,TRUE
"119",304408,TRUE
"120",555564569,TRUE
"121",304691,TRUE
"122",308052,TRUE
"123",304404,TRUE
"124",304029,TRUE
"125",305702,TRUE
"126",305597,TRUE
"127",305481,TRUE
"128",305756,TRUE
"129",305386,TRUE
"130",310562,TRUE
"131",305639,TRUE
"132",305195,TRUE
"133",305522,TRUE
"134",304003,TRUE
"135",305437,TRUE
"136",304013,TRUE
"137",10462,TRUE
"138",305628,TRUE
"139",555564600,TRUE
"140",311218,TRUE
"141",555564750,TRUE
"142",555564558,TRUE
"143",555564555,TRUE
"144",304894,TRUE
"145",311025,TRUE
"146",307649,TRUE
"147",315471,TRUE
"148",555564629,TRUE
"149",1948,TRUE
"150",308106,TRUE
"151",304026,TRUE
"152",307717,TRUE
"153",304950,TRUE
"154",555565340,TRUE
"155",306176,TRUE
"156",555544143,TRUE
"157",313615,TRUE
"158",71003,TRUE
"159",306170,TRUE
"160",71004,TRUE
"161",307866,TRUE
"162",304916,TRUE
"163",309365,TRUE
"164",311048,TRUE
"165",555564697,TRUE
"166",307658,TRUE
"167",10529,TRUE
"168",307985,TRUE
"169",310974,TRUE
"170",308000,TRUE
"171",307924,TRUE
"172",306175,TRUE
"173",306165,TRUE
"174",304999,TRUE
"175",306166,TRUE
"176",306167,TRUE
"177",306169,TRUE
"178",300329,TRUE
"179",315474,TRUE
"180",305964,TRUE
"181",555544141,TRUE
"182",555564737,TRUE
"183",311031,TRUE
"184",308030,TRUE
"185",307876,TRUE
"186",307781,TRUE
"187",307964,TRUE
"188",307920,TRUE
"189",308150,TRUE
"190",307788,TRUE
"191",307754,TRUE
"192",10498,TRUE
"193",307927,TRUE
"194",307995,TRUE
"195",308059,TRUE
"196",307642,TRUE
"197",308153,TRUE
"198",308005,TRUE
"199",307824,TRUE
"200",307766,TRUE
"201",307735,TRUE
"202",310788,TRUE
"203",555564772,TRUE
"204",307638,TRUE
"205",308151,TRUE
"206",1951,TRUE
"207",307656,TRUE
"208",311377,TRUE
"209",307655,TRUE
"210",68835,TRUE
"211",315473,TRUE
"212",310645,TRUE
"213",555564787,TRUE
"214",555544135,TRUE
"215",306163,TRUE
"216",310626,TRUE
"217",310627,TRUE
"218",310628,TRUE
"219",310977,TRUE
"220",311524,TRUE
"221",1940,TRUE
"222",306174,TRUE
"223",300327,TRUE
"224",310656,TRUE
"225",307651,TRUE
"226",308070,TRUE
"227",307804,TRUE
"228",307833,TRUE
"229",307963,TRUE
"230",308018,TRUE
"231",555564835,TRUE
"232",71005,TRUE
"233",306164,TRUE
"234",555565790,TRUE
"235",10465,TRUE
"236",555565830,TRUE
"237",304932,TRUE
"238",300328,TRUE
"239",555564862,TRUE
"240",300330,TRUE
"241",555564966,TRUE
"242",478053,TRUE
"243",305236,TRUE
"244",478052,TRUE
"245",555512062,TRUE
"246",304749,TRUE
"247",555512063,TRUE
"248",478044,TRUE
"249",310678,TRUE
"250",555564880,TRUE
"251",304810,TRUE
"252",305038,TRUE
"253",305131,TRUE
"254",342406,TRUE
"255",342398,TRUE
"256",555542674,TRUE
"257",304033,TRUE
"258",304836,TRUE
"259",342404,TRUE
"260",342405,TRUE
"261",342401,TRUE
"262",307653,TRUE
"263",309369,TRUE
"264",342402,TRUE
"265",1561,TRUE
"266",307834,TRUE
"267",308086,TRUE
"268",555564997,TRUE
"269",342400,TRUE
"270",555564998,TRUE
"271",312649,TRUE
"272",555543174,TRUE
"273",555565064,TRUE
"274",555542676,TRUE
"275",311145,TRUE
"276",555565105,TRUE
"277",311719,TRUE
"278",342408,TRUE
"279",555543177,TRUE
"280",311635,TRUE
"281",555565106,TRUE
"282",555543178,TRUE
"283",555543179,TRUE
"284",555543254,TRUE
"285",902781,TRUE
"286",555565143,TRUE
"287",555582995,TRUE
"288",902793,TRUE
"289",555582996,TRUE
"290",307886,TRUE
"291",555565162,TRUE
"292",555565163,TRUE
"293",311211,TRUE
"294",555565165,TRUE
"295",555565168,TRUE
"296",307711,TRUE
"297",555565174,TRUE
"298",311618,TRUE
"299",310807,TRUE
"300",310685,TRUE
"301",220039,TRUE
"302",311199,TRUE
"303",555565204,TRUE
"304",99653,TRUE
"305",12243,TRUE
"306",555565205,TRUE
"307",311649,TRUE
"308",555565213,TRUE
"309",310942,TRUE
"310",311498,TRUE
"311",311125,TRUE
"312",68293,TRUE
"313",311647,TRUE
"314",308234,TRUE
"315",68296,TRUE
"316",555565232,TRUE
"317",555565230,TRUE
"318",311650,TRUE
"319",311671,TRUE
"320",555565231,TRUE
"321",555565260,TRUE
"322",311617,TRUE
"323",304400,TRUE
"324",555565318,TRUE
"325",304663,TRUE
"326",310544,TRUE
"327",555565346,TRUE
"328",311687,TRUE
"329",555565351,TRUE
"330",307802,TRUE
"331",304992,TRUE
"332",555581193,TRUE
"333",555565369,TRUE
"334",305599,TRUE
"335",311127,TRUE
"336",311228,TRUE
"337",308138,TRUE
"338",555565394,TRUE
"339",310952,TRUE
"340",311035,TRUE
"341",555565395,TRUE
"342",311190,TRUE
"343",94085,TRUE
"344",555565398,TRUE
"345",555565402,TRUE
"346",311725,TRUE
"347",307844,TRUE
"348",311279,TRUE
"349",311730,TRUE
"350",311619,TRUE
"351",310511,TRUE
"352",555565422,TRUE
"353",311253,TRUE
"354",310560,TRUE
"355",311740,TRUE
"356",310735,TRUE
"357",310928,TRUE
"358",555565435,TRUE
"359",311136,TRUE
"360",555565458,TRUE
"361",555565498,TRUE
"362",555581208,TRUE
"363",311432,TRUE
"364",307645,TRUE
"365",555581076,TRUE
"366",555581024,TRUE
"367",310406,TRUE
"368",308144,TRUE
"369",134946,TRUE
"370",555565681,TRUE
"371",555565683,TRUE
"372",555565612,TRUE
"373",307841,TRUE
"374",311353,TRUE
"375",12795,TRUE
"376",12779,TRUE
"377",304653,TRUE
"378",555565671,TRUE
"379",555565676,TRUE
"380",304740,TRUE
"381",304113,TRUE
"382",307679,TRUE
"383",304006,TRUE
"384",555565737,TRUE
"385",307816,TRUE
"386",307657,TRUE
"387",310546,TRUE
"388",10461,TRUE
"389",307770,TRUE
"390",12787,TRUE
"391",26636,TRUE
"392",310669,TRUE
"393",304650,TRUE
"394",303977,TRUE
"395",305399,TRUE
"396",308044,TRUE
"397",304021,TRUE
"398",555565846,TRUE
"399",134949,TRUE
"400",555565890,TRUE
"401",555565161,TRUE
"402",555566119,TRUE
"403",555581339,TRUE
"404",134951,TRUE
"405",555565923,TRUE
"406",555637567,TRUE
"407",68324,TRUE
"408",310795,TRUE
"409",555565926,TRUE
"410",308038,TRUE
"411",307712,TRUE
"412",311036,TRUE
"413",307887,TRUE
"414",555565991,TRUE
"415",555581681,TRUE
"416",555581484,TRUE
"417",555581668,TRUE
"418",305691,TRUE
"419",305347,TRUE
"420",555564944,TRUE
"421",311303,TRUE
"422",555565881,TRUE
"423",310907,TRUE
"424",555581547,TRUE
"425",310832,TRUE
"426",310509,TRUE
"427",555581677,TRUE
"428",555565214,TRUE
"429",311123,TRUE
"430",311505,TRUE
"431",305748,TRUE
"432",1559,TRUE
"433",308127,TRUE
"434",307986,TRUE
"435",307775,TRUE
"436",555581576,TRUE
"437",555565821,TRUE
"438",555565704,TRUE
"439",304912,TRUE
"440",307881,TRUE
"441",555581579,TRUE
"442",555565326,TRUE
"443",308054,TRUE
"444",68848,TRUE
"445",555565495,TRUE
"446",555637511,TRUE
"447",305582,TRUE
"448",305306,TRUE
"449",555564814,TRUE
"450",555581656,TRUE
"451",555581686,TRUE
"452",312670,TRUE
"453",555566236,TRUE
"454",555566238,TRUE
"455",555566250,TRUE
"456",555547777,TRUE
"457",555566255,TRUE
"458",555566256,TRUE
"459",555566261,TRUE
"460",555566277,TRUE
"461",555566304,TRUE
"462",555566409,TRUE
"463",555566368,TRUE
"464",555566388,TRUE
"465",312651,TRUE
"466",312629,TRUE
"467",555581708,TRUE
"468",555566445,TRUE
"469",555581691,TRUE
"470",555566483,TRUE
"471",555581692,TRUE
"472",555581654,TRUE
"473",555581633,TRUE
"474",555581461,TRUE
"475",555625730,TRUE
"476",555581667,TRUE
"477",555625729,TRUE
"478",555581490,TRUE
"479",555626105,TRUE
"480",34314,TRUE
"481",751,TRUE
"482",307362,TRUE
"483",555583051,TRUE
"484",555566605,TRUE
"485",317049,TRUE
"486",555583054,TRUE
"487",555583055,TRUE
"488",555583060,TRUE
"489",555583061,TRUE
"490",555556988,TRUE
"491",555557092,TRUE
"492",555557030,TRUE
"493",555566699,TRUE
"494",555637579,TRUE
"495",555557063,TRUE
"496",740,TRUE
"497",555556966,TRUE
"498",555566724,TRUE
"499",28151,TRUE
"500",555557169,TRUE
"501",555557217,TRUE
"502",555557064,TRUE
"503",555566796,TRUE
"504",555566795,TRUE
"505",555557144,TRUE
"506",555557189,TRUE
"507",304369,TRUE
"508",555566799,TRUE
"509",555566798,TRUE
"510",738,TRUE
"511",312603,TRUE
"512",555566810,TRUE
"513",305339,TRUE
"514",750,TRUE
"515",737,TRUE
"516",12260,TRUE
"517",555637569,TRUE
"518",555637570,TRUE
"519",555637602,TRUE
"520",555637606,TRUE
"521",555637616,TRUE
"522",555564401,TRUE
"523",1946,TRUE
"524",305946,TRUE
"525",555564493,TRUE
"526",307660,TRUE
"527",307662,TRUE
"528",307659,TRUE
"529",555564931,TRUE
"530",555564943,TRUE
"531",555564515,TRUE
"532",305947,TRUE
"533",555564516,TRUE
"534",307678,TRUE
"535",478045,TRUE
"536",555564311,TRUE
"537",307968,TRUE
"538",555564330,TRUE
"539",555564588,TRUE
"540",555564749,TRUE
"541",555564754,TRUE
"542",307667,TRUE
"543",307674,TRUE
"544",555637635,TRUE
"545",478041,TRUE
"546",478042,TRUE
"547",555565797,TRUE
"548",478046,TRUE
"549",478049,TRUE
"550",478051,TRUE
"551",478047,TRUE
"552",12399,TRUE
"553",555565807,TRUE
"554",555565809,TRUE
"555",307677,TRUE
"556",555564758,TRUE
"557",307676,TRUE
"558",555565648,TRUE
"559",478050,TRUE
"560",478297,TRUE
"561",555565670,TRUE
"562",555637629,TRUE
"563",555564394,TRUE
"564",303995,TRUE
"565",303990,TRUE
"566",478040,TRUE
"567",478039,TRUE
"568",555515498,TRUE
"569",478298,TRUE
"570",555515499,TRUE
"571",555564217,TRUE
"572",305943,TRUE
"573",478048,TRUE
"574",555566859,TRUE
"575",555566860,TRUE
"576",555566861,TRUE
"577",303988,TRUE
"578",555637643,TRUE
"579",555566862,TRUE
"580",555637634,TRUE
"581",555566863,TRUE
"582",307989,TRUE
"583",307958,TRUE
"584",555637656,TRUE
"585",555637657,TRUE
"586",555637660,TRUE
"587",555637667,TRUE
"588",304399,TRUE
"589",555566864,TRUE
"590",555566865,TRUE
"591",555566866,TRUE
"592",555566867,TRUE
"593",555566868,TRUE
"594",555564383,TRUE
"595",304507,TRUE
"596",555565726,TRUE
"597",304440,TRUE
"598",555566869,TRUE
"599",307654,TRUE
"600",555566870,TRUE
"601",555566871,TRUE
"602",555566872,TRUE
"603",555566873,TRUE
"604",307807,TRUE
"605",555566874,TRUE
"606",555566875,TRUE
"607",555566876,TRUE
"608",555566877,TRUE
"609",312754,TRUE
"610",555566878,TRUE
"611",306168,TRUE
"612",555566883,TRUE
"613",168239,TRUE
"614",311320,TRUE
"615",555565614,TRUE
"616",555565822,TRUE
"617",12259,TRUE
"618",555566080,TRUE
"619",745,TRUE
"620",478191,TRUE
"621",555512236,TRUE
"622",555512237,TRUE
"623",555512238,TRUE
"624",555512240,TRUE
"625",555512239,TRUE
"626",307672,TRUE
"627",555557228,TRUE
"628",307309,TRUE
"629",555512241,TRUE
"630",555624810,TRUE
"631",555624810,TRUE
"632",555575153,TRUE
"633",555624810,TRUE
"634",555624810,TRUE
"635",555600300,TRUE
"636",555600301,TRUE
"637",555564564,TRUE
"638",555600302,TRUE
"639",555600303,TRUE
"640",555624810,TRUE
"641",14067,TRUE
"642",555600298,TRUE
"643",555600299,TRUE
"644",555600304,TRUE
"645",555544142,TRUE
"646",315472,TRUE
"647",67914,TRUE
"648",555575150,TRUE
"649",67915,TRUE
"650",103547,TRUE
"651",555599908,TRUE
"652",747,TRUE
"653",14075,TRUE
"654",32637,TRUE
"655",32638,TRUE
"656",555512104,TRUE
"657",555556172,TRUE
"658",32642,TRUE
"659",32636,TRUE
"660",555586873,TRUE
"661",555621337,TRUE
"662",32641,TRUE
"663",555614456,TRUE
"664",555614457,TRUE
"665",3097,TRUE
"666",555558368,TRUE
"667",3274,TRUE
"668",2936,TRUE
"669",400012,TRUE
"670",555614451,TRUE
"671",555614453,TRUE
"672",555614454,TRUE
"673",555614458,TRUE
"674",555557219,TRUE
"675",3253,TRUE
"676",67809,TRUE
"677",3103,TRUE
"678",555557150,TRUE
"679",3105,TRUE
"680",67835,TRUE
"681",3277,TRUE
"682",555557013,TRUE
"683",555624684,TRUE
"684",555624212,TRUE
"685",555624685,TRUE
"686",317034,TRUE
"687",14005,TRUE
"688",220029,TRUE
"689",230,TRUE
"690",3098,TRUE
"691",68113,TRUE
"692",68111,TRUE
"693",68112,TRUE
"694",4476,TRUE
"695",40934,TRUE
"696",4477,TRUE
"697",555576098,TRUE
"698",62921,TRUE
"699",4478,TRUE
"700",3100,TRUE
"701",4470,TRUE
"702",555576102,TRUE
"703",317318,TRUE
"704",67908,TRUE
"705",555576109,TRUE
"706",555587053,TRUE
"707",555557202,TRUE
"708",555587044,TRUE
"709",145580,TRUE
"710",3094,TRUE
"711",900757,TRUE
"712",2228,TRUE
"713",555592584,TRUE
"714",2187,TRUE
"715",555592586,TRUE
"716",315001,TRUE
"717",3258,TRUE
"718",315000,TRUE
"719",555592587,TRUE
"720",3104,TRUE
"721",555592841,TRUE
"722",555592579,TRUE
"723",31341,TRUE
"724",11839,TRUE
"725",315003,TRUE
"726",11840,TRUE
"727",11841,TRUE
"728",555625734,TRUE
"729",555592582,TRUE
"730",555592583,TRUE
"731",555592585,TRUE
"732",555625733,TRUE
"733",555625732,TRUE
"734",555625731,TRUE
"735",3096,TRUE
"736",555625728,TRUE
"737",555625727,TRUE
"738",555625726,TRUE
"739",61790,TRUE
"740",61791,TRUE
"741",555625725,TRUE
"742",555625723,TRUE
"743",555625722,TRUE
"744",555625721,TRUE
"745",555625720,TRUE
"746",555625719,TRUE
"747",555625718,TRUE
"748",555625717,TRUE
"749",555625715,TRUE
"750",555587040,TRUE
"751",28144,TRUE
"752",28147,TRUE
"753",555575149,TRUE
"754",3249,TRUE
"755",1963,TRUE
"756",555542661,TRUE
"757",301906,TRUE
"758",301909,TRUE
"759",3248,TRUE
"760",313431,TRUE
"761",2213,TRUE
"762",301985,TRUE
"763",555542664,TRUE
"764",555542670,TRUE
"765",342407,TRUE
"766",342403,TRUE
"767",342399,TRUE
"768",555582998,TRUE
"769",555582999,TRUE
"770",555583000,TRUE
"771",3278,TRUE
"772",555583001,TRUE
"773",555583002,TRUE
"774",555583003,TRUE
"775",555583004,TRUE
"776",99651,TRUE
"777",301908,TRUE
"778",220100,TRUE
"779",99656,TRUE
"780",99652,TRUE
"781",555624213,TRUE
"782",555624214,TRUE
"783",555624215,TRUE
"784",124383,TRUE
"785",28137,TRUE
"786",28138,TRUE
"787",12766,TRUE
"788",28080,TRUE
"789",3106,TRUE
"790",198296,TRUE
"791",145582,TRUE
"792",3107,TRUE
"793",3102,TRUE
"794",94064,TRUE
"795",555624190,TRUE
"796",3101,TRUE
"797",555557031,TRUE
"798",555543235,TRUE
"799",555543236,TRUE
"800",555543237,TRUE
"801",555543238,TRUE
"802",555543239,TRUE
"803",555543240,TRUE
"804",352555,TRUE
"805",67935,TRUE
"806",555577535,TRUE
"807",555577572,TRUE
"808",3269,TRUE
"809",37117,TRUE
"810",555575189,TRUE
"811",555556917,TRUE
"812",555556959,TRUE
"813",555557014,TRUE
"814",555557032,TRUE
"815",555547778,TRUE
"816",555557035,TRUE
"817",555556977,TRUE
"818",555557039,TRUE
"819",555557174,TRUE
"820",555557187,TRUE
"821",555557137,TRUE
"822",67987,TRUE
"823",555547779,TRUE
"824",555575193,TRUE
"825",555575194,TRUE
"826",900631,TRUE
"827",67904,TRUE
"828",555542563,TRUE
"829",555542582,TRUE
"830",555542598,TRUE
"831",27,TRUE
"832",15980,TRUE
"833",555542615,TRUE
"834",98097,TRUE
"835",555542627,TRUE
"836",555542634,TRUE
"837",555542637,TRUE
"838",555557159,TRUE
"839",555542650,TRUE
"840",352400,TRUE
"841",555557190,TRUE
"842",18043,TRUE
"843",555624849,TRUE
"844",39649,TRUE
"845",15136,TRUE
"846",15137,TRUE
"847",67825,TRUE
"848",67826,TRUE
"849",67851,TRUE
"850",67853,TRUE
"851",67854,TRUE
"852",67845,TRUE
"853",67839,TRUE
"854",67844,TRUE
"855",67846,TRUE
"856",67849,TRUE
"857",67833,TRUE
"858",555543241,TRUE
"859",903133,TRUE
"860",555622046,TRUE
"861",555543242,TRUE
"862",555543243,TRUE
"863",555624907,TRUE
"864",555547848,TRUE
"865",555547849,TRUE
"866",555547850,TRUE
"867",315496,TRUE
"868",555547851,TRUE
"869",145524,TRUE
"870",109005,TRUE
"871",109007,TRUE
"872",555563757,TRUE
"873",555558370,TRUE
"874",9712,TRUE
"875",303913,TRUE
"876",303918,TRUE
"877",303919,TRUE
"878",12777,TRUE
"879",12799,TRUE
"880",12794,TRUE
"881",303914,TRUE
"882",303915,TRUE
"883",12792,TRUE
"884",12797,TRUE
"885",12783,TRUE
"886",12790,TRUE
"887",12782,TRUE
"888",303905,TRUE
"889",303916,TRUE
"890",303917,TRUE
"891",12798,TRUE
"892",303912,TRUE
"893",303910,TRUE
"894",303909,TRUE
"895",12780,TRUE
"896",100837,TRUE
"897",12800,TRUE
"898",12789,TRUE
"899",306585,TRUE
"900",12784,TRUE
"901",555600325,TRUE
"902",555600326,TRUE
"903",12788,TRUE
"904",12786,TRUE
"905",12785,TRUE
"906",12781,TRUE
"907",555600328,TRUE
"908",555543029,TRUE
"909",12778,TRUE
"910",12796,TRUE
"911",555599911,TRUE
"912",555543175,TRUE
"913",555543176,TRUE
"914",555543234,TRUE
"915",555543030,TRUE
"916",67934,TRUE
"917",67936,TRUE
"918",67937,TRUE
"919",67962,TRUE
"920",67963,TRUE
"921",67964,TRUE
"922",67951,TRUE
"923",29771,TRUE
"924",67742,TRUE
"925",67743,TRUE
"926",555557051,TRUE
"927",555557145,TRUE
"928",555557194,TRUE
"929",555556969,TRUE
"930",555557146,TRUE
"931",555556937,TRUE
"932",555557099,TRUE
"933",555577570,TRUE
"934",555577571,TRUE
"935",11844,TRUE
"936",555543114,TRUE
"937",555543118,TRUE
"938",555557070,TRUE
"939",555543115,TRUE
"940",555557193,TRUE
"941",555556991,TRUE
"942",555543116,TRUE
"943",555543121,TRUE
"944",555557011,TRUE
"945",555543117,TRUE
"946",555543126,TRUE
"947",555557139,TRUE
"948",555557152,TRUE
"949",555543119,TRUE
"950",555543120,TRUE
"951",555543122,TRUE
"952",555543124,TRUE
"953",555543125,TRUE
"954",555543127,TRUE
"955",555543128,TRUE
"956",555543157,TRUE
"957",555543129,TRUE
"958",555543131,TRUE
"959",555543132,TRUE
"960",555543133,TRUE
"961",555557179,TRUE
"962",555557207,TRUE
"963",555543134,TRUE
"964",555543135,TRUE
"965",555543136,TRUE
"966",555543137,TRUE
"967",555543138,TRUE
"968",555543139,TRUE
"969",555543140,TRUE
"970",555543141,TRUE
"971",555543142,TRUE
"972",555543143,TRUE
"973",555543144,TRUE
"974",555543145,TRUE
"975",555557007,TRUE
"976",555543146,TRUE
"977",555543147,TRUE
"978",555543148,TRUE
"979",555543149,TRUE
"980",555543150,TRUE
"981",555543151,TRUE
"982",555543152,TRUE
"983",555543153,TRUE
"984",555543164,TRUE
"985",555543203,TRUE
"986",555543154,TRUE
"987",555543155,TRUE
"988",555543156,TRUE
"989",555543204,TRUE
"990",555557149,TRUE
"991",555543158,TRUE
"992",555543159,TRUE
"993",555543161,TRUE
"994",555543163,TRUE
"995",555543205,TRUE
"996",555557018,TRUE
"997",555543206,TRUE
"998",555543207,TRUE
"999",555543208,TRUE
"1000",555543209,TRUE
"1001",555543244,TRUE
"1002",555543245,TRUE
"1003",555543257,TRUE
"1004",555557023,TRUE
"1005",555575383,TRUE
"1006",555543246,TRUE
"1007",555543247,TRUE
"1008",555543255,TRUE
"1009",555543256,TRUE
"1010",555543258,TRUE
"1011",555557056,TRUE
"1012",555557178,TRUE
"1013",555557218,TRUE
"1014",555556913,TRUE
"1015",555543259,TRUE
"1016",555543130,TRUE
"1017",555543160,TRUE
"1018",67881,TRUE
"1019",67882,TRUE
"1020",67893,TRUE
"1021",67894,TRUE
"1022",67895,TRUE
"1023",67900,TRUE
"1024",555556980,TRUE
"1025",67878,TRUE
"1026",67883,TRUE
"1027",67884,TRUE
"1028",555557019,TRUE
"1029",67885,TRUE
"1030",67886,TRUE
"1031",67887,TRUE
"1032",67888,TRUE
"1033",67889,TRUE
"1034",67890,TRUE
"1035",67891,TRUE
"1036",67892,TRUE
"1037",67896,TRUE
"1038",306589,TRUE
"1039",67898,TRUE
"1040",67899,TRUE
"1041",555557161,TRUE
"1042",555557148,TRUE
"1043",555556916,TRUE
"1044",555575394,TRUE
"1045",555557181,TRUE
"1046",555556910,TRUE
"1047",555557055,TRUE
"1048",555557022,TRUE
"1049",555624132,TRUE
"1050",555557024,TRUE
"1051",555557047,TRUE
"1052",555557042,TRUE
"1053",555557050,TRUE
"1054",555557071,TRUE
"1055",555557077,TRUE
"1056",555557100,TRUE
"1057",555556912,TRUE
"1058",555624222,TRUE
"1059",306581,TRUE
"1060",312969,TRUE
"1061",555624220,TRUE
"1062",312977,TRUE
"1063",40977,TRUE
"1064",9782,TRUE
"1065",312966,TRUE
"1066",40978,TRUE
"1067",555543022,TRUE
"1068",555543026,TRUE
"1069",313473,TRUE
"1070",68180,TRUE
"1071",555547983,TRUE
"1072",68185,TRUE
"1073",68186,TRUE
"1074",68190,TRUE
"1075",68200,TRUE
"1076",68193,TRUE
"1077",102876,TRUE
"1078",102877,TRUE
"1079",102880,TRUE
"1080",555556982,TRUE
"1081",94077,TRUE
"1082",5197,TRUE
"1083",555557037,TRUE
"1084",365022,TRUE
"1085",365008,TRUE
"1086",365009,TRUE
"1087",365013,TRUE
"1088",555583114,TRUE
"1089",555583122,TRUE
"1090",365011,TRUE
"1091",365006,TRUE
"1092",365010,TRUE
"1093",365014,TRUE
"1094",365007,TRUE
"1095",555583120,TRUE
"1096",555583112,TRUE
"1097",555583119,TRUE
"1098",555583113,TRUE
"1099",555583115,TRUE
"1100",555583116,TRUE
"1101",555583117,TRUE
"1102",555583121,TRUE
"1103",555583118,TRUE
"1104",198303,TRUE
"1105",555543172,TRUE
"1106",555543173,TRUE
"1107",555543059,TRUE
"1108",555584771,TRUE
"1109",555575456,TRUE
"1110",145523,TRUE
"1111",555547768,TRUE
"1112",555547769,TRUE
"1113",67912,TRUE
"1114",67913,TRUE
"1115",555547780,TRUE
"1116",555556978,TRUE
"1117",67916,TRUE
"1118",67917,TRUE
"1119",67918,TRUE
"1120",67919,TRUE
"1121",902760,TRUE
"1122",902761,TRUE
"1123",902763,TRUE
"1124",902767,TRUE
"1125",902768,TRUE
"1126",555547757,TRUE
"1127",555547758,TRUE
"1128",902778,TRUE
"1129",555547759,TRUE
"1130",315523,TRUE
"1131",555547781,TRUE
"1132",478642,TRUE
"1133",555547754,TRUE
"1134",555547761,TRUE
"1135",555547755,TRUE
"1136",555547762,TRUE
"1137",315585,TRUE
"1138",555547763,TRUE
"1139",555547782,TRUE
"1140",555583011,TRUE
"1141",555547756,TRUE
"1142",555557017,TRUE
"1143",555547760,TRUE
"1144",555547767,TRUE
"1145",555547764,TRUE
"1146",555547765,TRUE
"1147",555547766,TRUE
"1148",555547770,TRUE
"1149",555547772,TRUE
"1150",555547771,TRUE
"1151",555547773,TRUE
"1152",555547774,TRUE
"1153",555547775,TRUE
"1154",555547776,TRUE
"1155",555575468,TRUE
"1156",555547783,TRUE
"1157",555547784,TRUE
"1158",555547785,TRUE
"1159",555547786,TRUE
"1160",555547787,TRUE
"1161",555547815,TRUE
"1162",555547788,TRUE
"1163",555547789,TRUE
"1164",555547816,TRUE
"1165",555547817,TRUE
"1166",555547790,TRUE
"1167",555547791,TRUE
"1168",555547792,TRUE
"1169",555547826,TRUE
"1170",555547827,TRUE
"1171",555547828,TRUE
"1172",555547793,TRUE
"1173",555547842,TRUE
"1174",555547843,TRUE
"1175",555547844,TRUE
"1176",555547794,TRUE
"1177",555547845,TRUE
"1178",555547846,TRUE
"1179",555547796,TRUE
"1180",555547800,TRUE
"1181",555547797,TRUE
"1182",555547798,TRUE
"1183",555547799,TRUE
"1184",555547801,TRUE
"1185",555547802,TRUE
"1186",555547803,TRUE
"1187",555547804,TRUE
"1188",555547810,TRUE
"1189",555547805,TRUE
"1190",315521,TRUE
"1191",555547811,TRUE
"1192",555547807,TRUE
"1193",555547812,TRUE
"1194",555547808,TRUE
"1195",555547809,TRUE
"1196",555547813,TRUE
"1197",555547814,TRUE
"1198",555547818,TRUE
"1199",555547819,TRUE
"1200",555547847,TRUE
"1201",555547820,TRUE
